,AAPL,MSFT,AMZN,FB,TSLA,JPM,NVDA,UNH,HD,ADBE
17630,135.64,261.98,3476.0,312.78,746.79,157.51,620.48,412.25,322.78,516.039
17631,140.16,271.04,3411.0,311.37,742.71,157.684,632.27,415.35,323.54,523.991
17632,139.27,272.57,3372.0,318.25,771.03,156.361,637.78,405.78,332.13,530.079
17633,139.76,265.31,3472.0,310.24,753.51,152.9,618.79,402.18,334.59,524.459
17634,136.29,266.76,3502.0,309.12,755.01,157.548,633.41,401.39,328.51,527.291
17635,137.25,267.93,3492.0,317.16,774.96,156.926,629.87,416.6,323.25,538.914
17636,137.74,266.72,3400.0,310.91,762.15,157.776,633.82,410.58,330.02,519.774
17637,137.53,262.0,3452.0,318.11,748.26,157.212,625.5,407.67,333.23,530.308
17638,137.31,265.51,3375.0,307.87,756.87,155.553,631.8,407.0,333.55,521.42
17639,140.21,271.42,3359.0,304.59,763.89,159.48,621.11,406.82,333.87,525.16
17640,139.36,269.27,3403.0,312.52,765.55,157.95,632.82,404.86,335.26,525.03
17641,135.67,265.69,3458.0,316.04,755.85,152.11,638.14,410.75,328.75,528.96
17642,140.34,274.05,3373.0,306.32,745.45,158.65,615.83,408.43,327.03,520.5
17643,138.764,267.86,3402.0,312.53,743.92,156.44,628.57,412.06,331.1,522.25
17644,137.9,271.32,3437.0,314.58,750.76,154.5,623.1,415.57,331.62,529.96
17645,138.72,265.15,3457.0,310.22,761.38,155.84,618.69,400.69,329.09,538.11
17646,140.763,269.49,3442.0,313.86,753.34,155.23,609.98,405.03,336.8,533.68
17647,139.068,272.35,3473.0,311.71,749.68,156.43,638.37,400.22,322.97,532.4
17648,137.381,267.67,3350.0,311.83,766.945,159.01,637.61,408.09,324.87,539.19
17649,135.705,262.5,3352.0,315.32,768.641,156.17,631.03,415.07,332.15,521.33
17650,139.642,271.12,3389.0,307.42,749.93,158.48,613.98,416.76,332.94,524.13
17651,136.315,270.81,3391.0,316.18,768.61,159.12,625.8,401.91,330.68,517.31
17652,138.414,264.04,3408.0,306.4,738.77,153.64,620.79,415.63,331.07,533.57
17653,140.036,265.83,3382.0,318.34,746.71,157.08,617.25,406.85,327.46,538.93
17654,139.946,262.34,3467.0,316.81,753.49,157.92,631.89,416.82,332.1,535.62
17655,136.617,262.87,3446.0,304.98,744.8,152.7,626.29,410.44,333.01,526.58
17656,140.155,270.62,3487.0,308.43,767.62,155.13,626.67,407.42,326.13,527.42
17657,136.357,268.17,3472.0,307.29,758.67,159.45,614.45,400.82,333.33,533.53
17658,137.286,265.5,3370.0,315.31,743.36,157.34,625.28,418.27,328.31,532.4
17659,139.738,268.5,3351.0,304.6,759.54,159.46,630.21,404.45,323.72,526.17
17660,140.887,273.29,3421.0,314.21,738.71,157.22,622.8,417.19,322.04,522.83
17661,140.99,261.79,3392.339,316.98,773.22,156.98,610.56,414.44,327.17,525.25
17662,139.43,262.32,3368.932,308.89,764.59,152.6,612.4,416.09,327.88,514.2
17663,138.77,263.42,3450.735,305.01,763.1,153.06,626.96,416.24,328.53,519.03
17664,137.42,261.71,3452.283,311.46,744.11,152.75,614.56,413.89,332.71,526.37
17665,139.29,266.06,3486.527,310.07,760.62,153.54,628.32,409.93,322.4,524.25
17666,138.67,272.01,3416.439,318.48,754.42,152.38,624.39,400.78,324.86,522.81
17667,138.82,261.36,3354.085,313.07,771.54,153.09,635.04,405.7,325.93,518.05
17668,139.95,271.45,3352.062,306.63,746.61,156.81,611.89,403.96,322.57,519.87
17669,138.64,271.1,3494.077,315.34,747.2,157.53,629.56,405.02,336.04,530.54
17670,137.39,264.93,3407.705,306.42,773.12,153.15,632.23,401.31,333.56,539.34
17671,137.57,265.4,3359.29,306.83,750.67,154.8,635.76,414.62,321.3,524.56
17672,136.57,271.13,3459.208,308.63,758.54,157.55,623.04,416.69,333.95,520.62
17673,140.65,267.02,3398.645,306.94,739.09,157.5,634.63,408.44,334.098,522.56
17674,138.56,273.28,3397.282,316.12,759.86,156.67,622.9,412.66,336.34,531.19
17675,135.54,263.79,3393.534,318.19,754.04,159.32,611.69,407.97,321.0,515.22
17676,137.29,262.64,3486.553,307.4,752.41,151.94,610.16,400.46,332.19,514.77
17677,136.57,269.81,3373.721,316.02,762.75,156.44,619.72,403.29,325.48,520.49
17678,135.68,267.54,3355.534,304.3,741.28,155.14,631.48,416.87,328.11,514.8
17679,141.04,265.58,3460.965,312.64,750.55,156.36,613.39,411.58,330.0,536.17
17680,137.61,264.84,3463.067,311.4,762.06,157.23,632.59,414.79,326.38,514.86
17681,138.22,264.68,3497.711,317.33,767.24,153.02,633.96,407.06,322.01,534.72
17682,139.84,264.15,3387.009,311.95,738.37,157.73,619.75,407.75,334.32,527.56
17683,139.74,265.49,3415.409,310.81,751.22,156.58,620.15,406.72,331.05,521.15
17684,140.3,273.82,3428.666,314.2,774.13,155.83,627.45,402.56,334.83,539.38
17685,136.32,273.24,3511.315,309.68,745.46,157.58,618.06,404.58,322.42,518.94
17686,137.16,262.98,3477.46,307.08,738.82,157.5,624.79,399.01,321.73,521.11
17687,136.86,269.08,3503.689,309.54,763.45,153.2,612.5,415.03,323.11,524.98
17688,135.31,269.35,3418.874,309.95,767.36,153.14,631.27,414.31,331.6,539.52
17689,137.33,266.86,3345.067,315.85,748.67,155.9,619.18,416.11,325.03,524.13
17690,137.75,271.01,3485.074,318.3,765.25,154.83,636.39,409.12,332.89,535.39
17691,139.32,265.0,3362.114,304.87,738.58,159.46,624.19,415.08,321.53,539.53
17692,135.17,273.79,3454.138,316.05,757.6,154.22,628.55,403.69,323.34,523.72
17693,137.6,269.37,3509.593,314.72,758.97,157.46,612.77,403.94,321.91,516.58
17694,137.24,269.9,3445.812,310.41,762.06,157.78,614.75,414.74,330.17,524.14
17695,136.99,264.58,3371.907,317.61,770.07,153.88,617.84,400.13,336.52,521.43
17696,141.07,269.72,3465.265,305.5,747.24,153.98,622.2,407.85,328.53,518.84
17697,140.53,270.22,3490.184,317.93,759.82,152.28,625.75,399.67,326.87,536.58
17698,140.19,263.99,3355.707,305.25,756.47,155.92,617.38,407.85,335.58,516.37
17699,136.17,271.45,3397.683,312.53,761.21,159.23,636.73,411.51,323.11,527.14
17700,135.41,264.54,3352.839,312.19,757.36,154.52,614.31,413.44,322.94,520.71
17701,138.55,272.85,3477.018,315.71,761.04,154.29,610.83,411.47,336.7,518.25
17702,139.09,267.81,3387.407,310.67,740.2,156.07,637.27,406.46,336.8,522.47
17703,138.91,272.7,3432.552,304.3,754.68,153.12,623.97,403.66,322.76,517.63
17704,136.16,263.99,3437.462,316.73,770.94,155.83,638.83,408.73,322.95,535.58
17705,135.3,266.92,3367.021,311.7,748.97,152.22,636.28,408.62,328.3,522.43
17706,137.99,271.31,3511.06,304.3,744.1,155.29,620.83,413.97,328.92,516.74
17707,140.36,272.93,3386.122,311.91,749.75,158.28,633.76,407.93,332.18,524.18
17708,141.04,265.06,3417.56,313.48,774.22,152.18,613.89,415.22,335.33,534.66
17709,141.15,270.94,3443.194,315.0,757.29,156.05,634.72,411.15,335.77,527.8
17710,139.82,273.46,3354.308,308.72,762.0,155.12,610.77,412.66,329.64,532.15
17711,135.48,262.53,3510.774,312.98,743.82,156.29,611.44,412.34,325.8,531.74
17712,140.77,266.04,3429.999,305.27,749.81,158.07,633.2,416.77,336.26,526.04
17713,137.88,262.12,3346.863,304.83,765.77,152.78,628.62,404.66,328.1,534.11
17714,137.37,263.98,3371.183,305.68,741.85,155.08,628.42,416.98,335.07,535.7
17715,139.41,268.42,3345.849,305.0,759.42,159.26,618.73,404.42,328.75,517.01
17716,136.39,264.92,3434.53,311.0,738.2,152.79,634.44,403.3,328.88,523.1
17717,140.41,271.26,3491.504,313.01,744.33,157.55,629.27,401.4,332.11,516.27
17718,135.87,271.62,3402.326,311.57,741.1,159.26,621.9,407.31,330.3,525.32
17719,140.46,261.82,3429.041,304.71,753.98,155.25,630.28,411.77,332.56,517.13
17720,136.59,264.3,3418.124,313.65,741.99,152.54,628.05,413.93,332.72,531.59
17721,140.23,272.38,3478.482,312.81,738.84,158.68,634.74,402.49,329.82,523.76
17722,135.89,263.06,3360.059,313.97,759.09,154.17,623.59,414.19,329.09,538.08
17723,141.374,270.63,3421.539,311.05,749.93,154.06,626.0,412.77,329.86,530.88
17724,138.825,261.6,3466.941,311.48,759.83,158.35,621.3,400.28,324.8,517.12
17725,135.309,267.7,3399.169,305.99,773.71,154.09,611.32,399.83,334.76,535.67
17726,139.269,266.7,3466.435,314.93,763.71,157.81,628.56,403.2,333.38,532.53
17727,141.146,270.0,3453.364,307.27,742.32,155.53,615.36,413.0,324.05,537.47
17728,136.142,261.59,3500.051,315.57,738.52,154.66,626.33,415.73,326.46,536.24
17729,135.93,270.39,3507.533,314.42,756.04,152.1,610.95,405.29,333.14,531.16
17730,138.03,272.14,3449.685,311.21,748.89,157.36,624.64,407.67,327.62,537.43
17731,139.21,269.49,3510.207,316.9,738.65,157.0,612.41,401.59,328.62,536.89
17732,135.91,273.9,3415.817,307.75,742.52,152.76,612.07,412.62,323.12,537.3
17733,139.97,273.18,3379.756,306.84,766.21,154.23,614.2,406.44,323.88,533.89
17734,141.02,262.19,3410.487,318.11,765.48,154.86,618.59,402.75,333.55,523.48
17735,134.91,269.49,3358.982,305.92,767.61,158.57,620.43,414.23,327.68,538.86
17736,139.88,266.31,3373.325,305.98,753.61,157.98,629.2,402.05,327.51,530.69
17737,140.39,267.45,3370.945,310.25,768.42,152.03,635.18,408.01,324.94,529.46
17738,137.68,261.44,3504.372,318.46,740.19,152.39,616.54,404.38,332.3,533.85
17739,136.96,261.29,3450.975,313.01,770.75,154.04,611.13,410.55,325.92,537.19
17740,137.79,261.27,3443.53,311.98,762.89,158.28,610.98,411.43,329.89,521.6
17741,137.62,271.77,3432.704,312.64,748.02,158.45,612.66,400.78,336.47,527.11
17742,136.61,268.03,3347.68,310.78,740.57,156.09,629.01,401.74,325.74,536.9
17743,135.95,270.32,3444.21,309.56,747.78,158.67,610.32,409.98,322.63,535.8
17744,137.86,261.78,3430.79,308.06,744.27,157.11,625.86,410.11,329.11,532.55
17745,136.32,262.73,3450.55,317.2,758.87,151.94,621.08,418.63,336.38,533.49
17746,137.74,268.85,3406.44,306.18,740.4,152.75,634.28,408.94,329.42,522.88
17747,141.31,263.54,3484.83,313.02,772.68,158.12,632.99,405.07,334.46,518.82
17748,136.05,269.22,3445.56,314.78,762.16,159.47,618.42,415.72,328.09,525.57
17749,134.73,267.13,3475.97,310.06,773.82,158.41,623.36,415.05,321.27,538.3
17750,139.11,265.82,3474.13,313.2,757.05,152.01,610.7,399.85,321.21,517.37
17751,138.44,268.58,3366.83,315.43,756.62,158.94,632.81,405.31,331.25,531.04
17752,139.77,266.22,3365.21,308.92,763.5,152.97,627.66,399.23,327.0,525.08
17753,134.97,264.17,3429.55,308.75,764.95,157.69,633.84,416.1,323.0,527.41
17754,137.61,262.01,3446.12,311.95,746.46,154.36,628.81,405.83,336.0,529.21
17755,137.14,266.16,3428.77,313.1,768.31,154.42,622.91,410.65,329.0,528.09
17756,134.71,269.11,3498.14,308.2,756.49,157.6,620.77,399.84,325.0,515.2
17757,141.35,269.72,3385.58,314.96,745.17,156.86,612.01,414.94,326.0,518.92
17758,140.19,263.92,3409.87,309.39,748.62,154.01,628.05,401.57,329.0,519.63
17759,139.35,271.1,3392.93,307.15,745.63,157.91,612.7,414.43,328.0,533.45
17760,137.56,264.2,3466.05,318.33,739.83,157.97,635.18,416.76,331.92,517.4
17761,140.82,266.46,3464.67,306.457,771.39,154.62,622.12,408.2,322.32,526.89
17762,140.13,271.64,3462.82,316.591,771.82,157.11,627.77,400.95,336.76,529.45
17763,137.81,264.88,3443.08,313.604,739.09,155.75,618.93,415.5,335.92,535.81
17764,136.12,273.4,3461.8,318.0,746.12,159.07,624.44,409.43,324.47,538.53
17765,134.93,263.17,3419.94,312.799,743.39,155.53,627.8,406.13,328.93,527.68
17766,138.41,264.38,3398.36,309.343,746.85,154.14,628.84,399.71,323.53,527.98
17767,139.747,271.37,3411.64,309.95,761.95,154.82,612.9,409.45,327.38,538.42
17768,139.136,270.02,3400.77,313.142,755.75,152.9,620.69,403.05,331.52,535.49
17769,141.25,267.2,3369.25,318.451,771.32,157.45,639.0,414.66,336.16,536.64
17770,139.74,265.02,3498.7,317.132,772.6,155.81,633.05,411.4,334.89,539.27
17771,135.644,262.04,3432.45,307.012,770.02,158.24,630.98,406.87,328.36,531.71
17772,137.45,266.14,3512.83,319.281,774.09,152.35,616.58,401.09,328.5,519.07
17773,139.1,273.67,3481.66,314.073,750.63,157.61,616.71,409.8,329.95,514.71
17774,135.61,268.39,3494.28,318.16,773.32,152.62,610.33,414.5,331.07,519.6
17775,141.33,272.15,3467.3,307.25,770.32,153.75,616.78,400.98,330.08,523.12
17776,138.77,264.44,3494.83,315.06,748.86,155.06,620.69,417.7,331.49,515.95
17777,139.06,270.51,3419.22,317.09,751.35,157.15,620.02,408.75,332.5,535.66
17778,135.77,265.6,3395.33,312.3,761.44,156.96,611.4,406.84,334.78,527.52
17779,139.65,267.79,3379.07,306.51,748.74,152.58,632.07,411.58,332.1,515.82
17780,141.09,262.18,3389.02,307.08,758.32,159.32,622.19,409.75,334.23,522.91
17781,140.38,261.45,3490.62,319.17,773.04,152.31,611.63,409.72,325.33,533.16
17782,135.06,266.09,3468.43,306.75,773.77,154.36,622.39,407.55,322.53,521.11
17783,138.98,261.95,3360.33,304.24,741.68,155.55,621.47,415.8,334.31,520.25
17784,136.74,262.76,3390.02,311.08,741.64,158.11,616.47,402.99,332.3,524.87
17785,137.85,264.26,3441.01,307.69,752.22,156.23,634.63,413.14,334.94,529.81
17786,136.32,268.59,3505.14,311.74,770.46,157.9,638.35,404.01,333.58,514.45
17787,134.73,263.32,3492.72,307.45,765.92,153.86,635.21,416.7,335.85,527.43
17788,140.97,267.52,3354.58,317.5,742.27,156.93,619.2,411.07,328.18,516.08
17789,136.99,267.3,3442.5,311.78,747.78,155.19,640.23,404.33,321.97,530.55
17790,136.46,268.04,3465.3,307.87,766.57,157.84,626.86,412.22,333.38,525.2
17791,137.55,268.41,3404.63,307.47,772.83,158.04,618.04,411.66,324.5,531.78
17792,137.52,269.41,3407.67,308.259,754.65,155.96,628.91,404.55,326.65,517.57
17793,136.77,262.19,3506.33,314.256,739.11,154.36,620.02,401.22,332.27,529.5
17794,139.52,263.65,3507.21,312.417,749.79,153.85,610.76,400.38,321.87,517.76
17795,136.72,266.06,3428.63,317.538,772.36,158.62,620.22,399.37,334.31,528.35
17796,139.35,270.08,3414.62,311.503,755.35,155.81,627.84,412.39,323.88,520.69
17797,136.38,273.89,3377.46,316.729,767.61,153.94,614.45,399.88,328.56,522.86
17798,135.02,272.04,3360.27,309.043,754.06,158.01,617.71,407.17,335.83,534.02
17799,139.01,261.56,3386.53,311.349,756.54,155.41,632.49,413.57,324.76,536.87
17800,137.92,271.19,3451.91,313.63,770.87,152.85,611.0,399.33,336.11,528.7
17801,138.85,268.05,3508.24,311.17,743.22,152.1,634.97,417.45,331.68,515.17
17802,140.94,266.4,3457.63,306.52,771.84,152.43,614.74,403.99,329.76,521.64
17803,137.4,264.58,3437.27,304.61,771.89,158.78,621.43,401.94,336.29,532.18
17804,136.45,264.73,3472.47,311.09,754.16,159.22,618.3,409.07,332.98,518.7
17805,138.1,273.34,3364.16,315.99,753.1,158.98,613.68,400.94,334.05,515.05
17806,140.51,272.6,3500.35,304.86,762.74,152.59,626.23,415.47,330.65,533.1
17807,134.98,264.15,3387.02,312.186,739.04,158.85,625.93,414.0,326.54,536.15
17808,137.22,272.89,3482.3,315.613,753.28,153.01,624.13,409.06,328.66,538.48
17809,135.27,263.36,3427.82,317.241,759.89,155.31,624.82,407.81,334.52,520.81
17810,136.13,266.76,3363.43,312.011,743.47,155.51,622.62,417.98,333.33,538.73
17811,136.93,271.83,3373.58,304.505,750.5,153.61,629.61,414.26,331.21,533.48
17812,137.75,270.24,3405.13,304.616,767.25,155.02,613.33,400.83,333.65,515.76
17813,139.09,261.42,3511.12,312.395,757.72,152.53,614.56,400.88,333.26,515.17
17814,138.88,266.83,3397.43,307.172,770.59,153.14,622.62,399.83,332.75,534.11
17815,138.74,266.35,3504.75,308.054,742.71,155.27,623.77,404.95,330.11,526.73
17816,136.25,267.51,3419.48,315.027,759.07,155.7,628.25,398.88,334.77,539.08
17817,138.975,267.18,3377.75,308.02,769.58,153.26,628.6,403.87,326.94,516.06
17818,138.755,264.25,3474.24,311.978,742.3,159.41,624.87,400.38,335.57,515.72
17819,138.534,266.87,3406.07,311.221,741.65,157.61,624.39,404.46,334.74,538.44
17820,135.949,266.86,3445.18,307.06,765.85,156.41,633.58,412.8,330.29,516.094
17821,135.541,265.21,3509.43,318.5,771.14,154.47,620.3,411.57,327.53,516.697
17822,136.612,265.18,3465.13,315.57,770.01,153.68,629.72,413.78,335.72,535.456
17823,139.803,269.55,3347.02,312.56,755.85,157.65,622.75,410.98,334.35,526.317
17824,140.086,269.12,3422.85,313.6,772.06,157.65,613.62,403.43,323.42,532.5
17825,137.57,273.17,3490.56,310.99,761.14,158.51,638.33,404.47,332.72,532.109
17826,141.13,269.29,3505.26,310.79,740.84,153.42,623.29,404.28,334.21,519.678
17827,139.77,266.7,3394.66,318.54,765.48,157.6,628.85,414.27,325.6,528.368
17828,140.74,263.05,3426.93,305.72,754.46,152.78,621.21,405.03,324.82,533.498
17829,134.99,262.74,3419.06,308.74,741.45,155.5,616.83,405.41,322.04,528.557
17830,140.87,266.59,3372.23,306.89,774.97,158.57,635.79,413.24,325.74,522.2
17831,137.92,261.5,3454.43,306.43,753.45,157.09,618.14,408.15,325.54,539.028
17832,141.4,263.23,3365.08,316.61,763.54,153.76,626.19,416.93,328.54,537.275
17833,138.38,263.37,3500.8,314.4,764.25,154.82,627.71,404.16,334.97,519.553
17834,135.18,271.45,3403.22,316.93,769.49,158.28,612.59,412.75,325.97,531.624
17835,136.72,272.79,3384.39,316.25,773.33,154.77,631.4,412.04,321.56,533.429
17836,137.33,268.9,3396.34,311.8,769.3,158.03,628.06,404.61,327.88,522.738
17837,138.44,272.6,3408.3,312.9,761.12,157.44,635.4,407.03,326.33,537.827
17838,139.34,265.49,3478.16,317.4,772.0,157.23,624.52,413.29,331.2,519.305
17839,138.49,271.42,3402.02,307.2,765.35,154.38,636.23,406.44,333.62,517.56
17840,137.57,267.51,3351.81,315.92,773.54,155.91,629.14,399.02,326.41,531.355
17841,137.69,261.84,3426.17,316.51,761.73,158.96,631.32,413.63,332.05,518.274
17842,135.04,272.6,3465.13,312.92,753.79,156.51,613.36,406.42,335.53,517.077
17843,140.83,262.71,3363.2,317.64,761.21,156.15,625.54,413.69,330.76,522.484
17844,141.38,265.62,3494.21,306.47,772.76,158.69,640.4,418.68,321.82,528.358
17845,137.45,263.26,3420.09,304.62,749.01,156.47,637.52,408.64,327.74,532.317
17846,140.87,262.25,3383.11,318.95,747.47,157.68,619.35,410.71,335.16,526.501
17847,135.13,265.37,3494.7,312.83,745.61,153.86,627.64,402.45,323.49,533.206
17848,136.06,261.9,3432.46,307.39,769.12,152.55,612.92,406.28,329.95,535.583
17849,137.12,264.81,3513.48,310.37,769.45,155.42,623.42,413.21,335.39,516.982
17850,139.86,262.79,3513.45,306.83,760.13,152.67,622.86,408.3,330.93,516.11
17851,140.96,262.83,3457.44,305.64,751.22,156.35,623.44,406.7,336.5,520.774
17852,140.89,267.36,3378.85,309.2,773.48,157.29,618.1,400.96,333.56,530.065
17853,140.41,270.02,3356.44,313.54,747.18,158.52,615.26,407.55,323.29,531.936
17854,141.41,272.27,3423.44,307.05,772.6,152.85,632.65,414.48,332.71,517.602
17855,138.43,270.3,3461.02,319.01,768.15,157.34,638.91,415.82,328.51,515.881
17856,140.64,265.51,3446.83,315.42,748.17,153.38,631.04,403.19,329.23,529.956
17857,138.44,262.09,3371.06,309.18,740.78,155.06,632.35,407.2,322.79,520.258
17858,135.29,269.16,3424.55,306.39,771.52,157.7,619.41,406.47,333.81,527.885
17859,140.62,270.13,3432.37,311.48,761.89,152.35,635.02,409.45,326.39,516.207
17860,139.04,271.04,3379.76,317.11,766.0,152.35,622.27,408.8,326.62,523.096
17861,135.25,273.66,3462.76,311.36,772.83,156.39,635.77,412.03,324.15,516.209
17862,138.97,262.25,3387.22,318.19,745.78,153.46,635.95,414.34,332.08,519.375
17863,141.37,264.26,3415.38,313.49,763.02,153.04,630.68,417.91,336.96,539.535
17864,135.83,274.18,3354.83,313.57,742.83,152.93,618.36,405.35,322.55,524.884
17865,138.8,267.25,3453.12,309.68,739.2,156.17,632.5,402.84,327.3,521.78
17866,139.9,272.2,3379.19,314.88,744.34,159.25,628.17,412.94,322.58,515.895
17867,137.1,271.5,3507.53,308.43,775.34,153.82,616.18,417.21,327.43,519.604
17868,139.0,265.25,3394.81,305.11,772.82,153.37,637.71,416.23,328.61,517.359
17869,139.2,272.92,3395.08,311.27,766.06,153.88,638.42,416.12,321.03,534.933
17870,141.3,262.71,3393.2,318.72,757.44,158.27,631.53,400.06,331.87,535.296
17871,135.2,270.3,3427.38,307.69,754.34,152.35,627.89,406.3,333.88,537.311
17872,138.3,262.91,3416.77,314.28,752.14,155.99,626.14,399.7,326.53,525.48
17873,136.8,272.43,3375.05,310.07,743.89,157.0,621.31,412.73,334.39,533.41
17874,135.23,269.33,3475.96,317.51,744.29,155.0,618.05,402.07,336.952,537.83
17875,138.41,268.29,3404.88,310.73,754.45,157.0,616.29,416.83,321.408,524.33
17876,137.75,274.01,3483.35,314.79,772.77,155.0,631.2,411.23,326.744,516.22
17877,139.37,266.17,3506.31,315.83,772.79,156.0,622.79,410.82,322.98,523.1
17878,139.85,261.83,3396.06,312.67,747.55,159.0,639.87,412.12,330.714,529.75
17879,140.0,272.94,3399.62,309.44,760.25,157.0,620.19,414.18,333.421,522.51
17880,137.32,264.02,3485.68,315.98,767.6,157.0,620.87,400.92,323.902,533.07
17881,137.17,270.16,3469.65,312.36,760.35,153.0,629.72,404.07,328.234,520.74
17882,140.51,267.18,3415.62,316.11,759.23,155.0,633.96,405.82,332.3,522.35
17883,136.18,265.16,3410.27,319.08,744.91,157.0,627.37,413.2,321.726,525.89
17884,140.2,273.2,3378.3,305.9,762.89,158.0,622.35,413.17,330.412,524.37
17885,136.5,263.8,3427.16,315.45,761.08,159.0,630.51,417.21,336.341,539.43
17886,140.2,271.1,3412.3,307.84,762.1,153.0,629.08,411.34,330.451,524.81
17887,141.2,271.6,3346.86,305.23,757.44,153.0,617.75,404.65,334.61,539.81
17888,140.5,261.6,3424.76,316.59,770.65,155.0,631.42,415.25,324.42,527.74
17889,137.0,271.03,3449.05,309.94,740.31,153.0,620.24,400.38,322.28,527.78
17890,139.2,274.26,3424.63,306.63,748.17,158.0,616.5,416.66,329.84,537.07
17891,135.5,262.17,3512.21,311.4,747.4,156.0,630.67,410.55,321.1,521.8
17892,140.9,267.41,3360.78,313.54,759.69,156.0,637.05,404.41,326.94,534.74
17893,136.7,267.88,3399.7,304.23,760.13,156.0,639.62,413.55,321.38,530.05
17894,141.3,269.91,3355.77,304.07,768.08,159.0,621.7,414.06,334.37,516.42
17895,137.4,264.07,3477.75,304.34,751.89,152.0,638.24,403.25,322.24,527.59
17896,137.7,262.74,3421.16,307.21,747.64,154.0,614.78,413.05,323.44,529.57
17897,139.03,269.2,3403.11,309.24,764.76,156.0,629.94,401.06,335.65,522.73
17898,135.35,269.7,3362.08,305.19,767.95,159.0,624.31,415.07,324.01,526.57
17899,136.27,270.8,3404.94,307.27,770.4,159.0,631.59,410.3,322.54,516.13
17900,135.5,267.6,3439.11,317.25,758.93,152.0,638.89,399.57,332.23,515.77
17901,135.2,272.8,3440.02,312.85,742.58,153.0,634.86,400.57,329.19,534.53
17902,138.07,264.8,3478.852,315.29,744.57,154.0,617.76,414.75,330.91,519.63
17903,141.28,272.5,3489.081,313.01,762.1,156.0,618.45,410.86,328.62,524.89
17904,134.98,263.9,3349.433,307.94,745.01,158.0,628.1,407.32,333.58,533.76
17905,139.81,267.3,3387.585,311.61,757.23,158.0,638.63,417.62,330.57,520.43
17906,138.96,266.0,3375.198,311.11,764.94,156.0,622.26,402.75,328.82,526.66
17907,137.15,268.1,3376.604,312.22,764.79,154.0,614.07,402.85,326.12,518.45
17908,140.54,273.2,3373.449,316.46,758.09,158.0,626.06,400.25,329.19,535.12
17909,140.7,273.1,3408.621,306.66,767.37,154.0,615.06,409.5,334.59,518.98
17910,135.18,268.0,3489.441,309.3,768.06,153.0,631.23,414.21,323.27,529.31
17911,140.52,262.6,3426.838,314.35,774.09,155.0,626.03,418.47,328.72,537.02
17912,138.98,266.9,3442.165,315.34,755.42,153.0,631.95,408.62,326.93,530.95
17913,139.25,264.6,3444.226,308.41,767.94,153.0,614.77,416.13,336.42,514.73
17914,135.36,263.1,3358.366,306.96,774.4,154.0,613.59,417.4,325.72,531.8
17915,137.63,265.6,3502.4,314.7,767.36,155.0,625.09,411.07,327.38,535.26
17916,139.25,269.3,3511.341,306.74,762.88,154.0,610.9,408.61,329.58,522.32
17917,136.23,271.0,3491.917,307.57,751.78,158.0,638.24,407.39,327.76,521.75
17918,136.16,267.2,3426.715,313.22,763.67,158.0,622.73,405.83,329.98,522.6
17919,138.95,268.1,3419.702,312.93,767.87,153.0,629.21,416.33,325.81,517.8
17920,141.17,270.9,3429.957,308.1,747.68,154.0,618.17,416.88,330.23,515.65
17921,137.38,265.4,3401.876,309.28,752.98,158.0,612.07,412.72,322.07,516.73
17922,139.42,269.0,3467.328,306.65,741.4,156.0,615.38,406.74,335.82,519.92
17923,141.33,264.4,3410.91,313.03,760.79,158.0,614.72,403.9,324.14,514.5
17924,135.7,265.3,3448.703,315.8,757.78,159.0,622.0,414.15,326.3,519.01
17925,140.04,272.9,3471.712,318.1,762.5,152.0,629.93,408.38,331.88,521.27
17926,138.99,272.74,3485.49,309.35,740.09,153.0,622.23,404.56,328.23,520.32
17927,137.83,273.98,3475.748,314.23,775.55,154.0,637.92,412.2,325.94,515.68
17928,137.56,271.36,3370.8,316.84,765.28,154.0,616.83,400.5,321.34,538.02
17929,139.58,261.58,3378.8,312.07,768.96,159.0,619.84,401.28,331.94,537.14
17930,137.4,267.6,3502.8,304.58,754.32,159.0,624.82,415.17,326.85,539.66
17931,134.73,261.44,3467.3,307.76,753.44,160.0,618.62,411.29,321.56,529.41
17932,138.65,266.37,3353.8,307.79,754.22,155.0,618.49,412.9,334.43,523.99
17933,137.55,273.83,3508.3,318.88,773.1,158.0,614.98,412.53,326.73,520.37
17934,136.68,269.81,3506.7,306.32,768.33,156.0,635.5,405.37,330.38,532.3
17935,140.1,264.68,3388.9,311.58,747.31,154.0,625.57,406.7,330.6,536.24
17936,140.23,268.93,3497.4,306.36,768.3,159.0,629.33,399.05,336.9,527.09
17937,138.07,272.49,3373.5,307.26,749.03,154.0,624.3,401.6,330.87,518.69
17938,137.54,265.34,3402.2,308.48,766.42,153.0,616.5,411.8,332.86,535.28
17939,139.49,265.42,3475.1,307.02,752.168,154.0,627.83,401.22,330.43,514.49
17940,136.68,261.44,3415.6,314.1,749.587,157.0,617.2,409.51,326.3,520.69
17941,136.19,269.25,3408.6,317.981,770.146,152.0,637.96,416.01,329.83,523.73
17942,139.05,267.88,3450.4,313.189,775.179,155.0,631.49,411.93,333.22,539.43
17943,134.93,268.59,3464.1,304.514,738.866,155.0,635.75,408.01,328.59,529.63
17944,138.28,270.5,3350.3,315.394,743.559,153.0,634.92,403.22,336.07,516.67
17945,136.64,268.59,3413.9,306.978,774.027,153.0,617.11,411.99,328.93,519.58
17946,136.26,270.92,3448.9,309.707,767.496,155.0,623.06,406.95,325.63,514.35
